gene_id	gene_length
ENSG00000127364	993
ENSG00000101003	1180
ENSG00000198035	2185.5
ENSG00000227057	959.5556
ENSG00000198060	1416
ENSG00000196427	2470
ENSG00000104808	796
ENSG00000214940	2151.667
ENSG00000186335	1855.429
ENSG00000136718	939.8824
ENSG00000143627	1705
ENSG00000147223	976
ENSG00000163814	2656.333
ENSG00000164188	1860.25
ENSG00000205609	3057
ENSG00000146267	3486.5
ENSG00000242114	913.4
ENSG00000079308	2214.579
ENSG00000122687	1625
ENSG00000253976	810
ENSG00000175077	2215
ENSG00000167508	821.9412
ENSG00000052850	5746
ENSG00000205038	4481.75
ENSG00000118434	1130.667
ENSG00000235931	2175
ENSG00000183475	2355.75
ENSG00000253327	2008
ENSG00000120903	1620.75
ENSG00000030110	1851.333
ENSG00000048828	3207.429
ENSG00000176920	1413.25
ENSG00000181751	2515.333
ENSG00000213096	2142.833
ENSG00000152234	1246.65
ENSG00000176927	2356
ENSG00000119707	2314.615
ENSG00000112218	4072.5
ENSG00000135916	1104.222
ENSG00000162727	938
ENSG00000139278	2118
ENSG00000135144	1488.2
ENSG00000124766	3477.5
ENSG00000132388	1404.167
ENSG00000197620	1242.083
ENSG00000233889	1257
ENSG00000167861	1166.5
ENSG00000187122	2620.571
ENSG00000136546	3547.4
ENSG00000149262	1380.273
ENSG00000250038	798.5
ENSG00000090857	2819
ENSG00000047365	1912.333
ENSG00000243489	1233
ENSG00000148672	1469.333
ENSG00000104388	910.6667
ENSG00000169439	1192.75
ENSG00000089486	1179.143
ENSG00000145217	2033.25
ENSG00000096093	2971.667
ENSG00000140265	2455.25
ENSG00000139370	1461.25
ENSG00000253873	3094
ENSG00000196505	2503.833
ENSG00000186470	1096.684
ENSG00000158113	1052.571
ENSG00000122644	1403.5
ENSG00000162552	1538.5
ENSG00000136527	1570.75
ENSG00000266958	536
ENSG00000136938	845.3333
ENSG00000106477	1346.611
ENSG00000125835	1142
ENSG00000171864	3978
ENSG00000196787	2238
ENSG00000149968	951.3333
ENSG00000174990	700
ENSG00000163157	806.4286
ENSG00000155530	1861
ENSG00000006704	2727
ENSG00000072364	2147.667
ENSG00000176542	8169.25
ENSG00000237896	573
ENSG00000164053	1817.375
ENSG00000101811	1599.25
ENSG00000130159	912.4286
ENSG00000138750	1027.5
ENSG00000101443	569
ENSG00000005812	1122.5
ENSG00000143125	1335
ENSG00000148053	5638
ENSG00000177462	938
ENSG00000005700	3962.778
ENSG00000179695	938
ENSG00000111269	2206.5
ENSG00000213445	1546.545
ENSG00000104177	1718.286
ENSG00000111696	2196
ENSG00000172985	2699.667
ENSG00000126368	2764
ENSG00000145088	830.4
ENSG00000103018	2116.286
ENSG00000181965	1648
ENSG00000172869	2337.6
ENSG00000140025	1241.143
ENSG00000110660	1602.125
ENSG00000100109	1221.875
ENSG00000198758	963.6
ENSG00000178980	902.1333
ENSG00000091536	2161.765
ENSG00000204620	1793
ENSG00000248920	1592
ENSG00000145029	1347.571
ENSG00000100365	1177.25
ENSG00000134759	1199.75
ENSG00000100097	436.1429
ENSG00000157456	965.25
ENSG00000219492	896
ENSG00000184840	855.3333
ENSG00000204909	524
ENSG00000062650	2368.167
ENSG00000177076	1477.5
ENSG00000167670	1026.143
ENSG00000129657	1561.793
ENSG00000116663	1079
ENSG00000153898	1635.667
ENSG00000189090	356.5
ENSG00000132466	4273.545
ENSG00000171401	1113.889
ENSG00000142619	3173
ENSG00000107551	1544.286
ENSG00000103415	1150.8
ENSG00000090924	1731.167
ENSG00000101972	2093.263
ENSG00000139648	2256
ENSG00000152463	904.125
ENSG00000196196	949
ENSG00000159199	702.5
ENSG00000138081	1892.692
ENSG00000158486	4951.857
ENSG00000101096	4226
ENSG00000107643	2272.812
ENSG00000196420	638.3333
ENSG00000196911	2167.5
ENSG00000168484	701.8333
ENSG00000105127	1892.8
ENSG00000110344	4754
ENSG00000187170	528.5
ENSG00000050426	998.4474
ENSG00000138684	624
ENSG00000183010	975.2
ENSG00000196616	2854.4
ENSG00000172322	1210.286
ENSG00000196131	791.5
ENSG00000117069	1536.2
ENSG00000120729	1033.125
ENSG00000221988	1202.357
ENSG00000134146	1221.222
ENSG00000221900	1268
ENSG00000126953	1421
ENSG00000011590	1208
ENSG00000170959	2637.917
ENSG00000203907	813.3333
ENSG00000143228	1002
ENSG00000130770	869
ENSG00000187559	2724
ENSG00000172236	1060
ENSG00000171033	2159
ENSG00000135940	664.5
ENSG00000179476	2003.5
ENSG00000118733	2240
ENSG00000152223	4125.4
ENSG00000108375	3304.444
ENSG00000103154	1071.6
ENSG00000171505	935
ENSG00000044446	1670.875
ENSG00000141570	1448.75
ENSG00000089012	1115.714
ENSG00000214681	510
ENSG00000063515	1030
ENSG00000138346	2307
ENSG00000113070	1365.5
ENSG00000228594	2084
ENSG00000138463	2700.5
ENSG00000133247	1193.273
ENSG00000182768	2041.5
ENSG00000012174	3574.333
ENSG00000100092	1843.636
ENSG00000112941	1373.5
ENSG00000145757	1237
ENSG00000186766	3215
ENSG00000214919	1582
ENSG00000087206	1269.267
ENSG00000102871	1129.4
ENSG00000110074	1246.895
ENSG00000120800	2908.75
ENSG00000136213	1510
ENSG00000154229	2799
ENSG00000187630	927.75
ENSG00000253831	1971
ENSG00000186439	2053.571
ENSG00000243284	1811
ENSG00000115085	1555.111
ENSG00000127515	929
ENSG00000108702	589
ENSG00000162631	2636.467
ENSG00000167842	1291.8
ENSG00000154035	4851
ENSG00000109911	1635.75
ENSG00000197629	4441
ENSG00000198483	2094
ENSG00000139974	1105.429
ENSG00000095777	2021.833
ENSG00000128915	2338.833
ENSG00000154099	1563.7
ENSG00000214511	368
ENSG00000130558	1359.083
ENSG00000253731	4601
ENSG00000147419	1300.5
ENSG00000179151	978.3889
ENSG00000254535	4942
ENSG00000230493	549
ENSG00000188191	1370.75
ENSG00000117586	2470.333
ENSG00000165555	1336.75
ENSG00000177174	938
ENSG00000183729	2686
ENSG00000178460	2678.375
ENSG00000157985	2983
ENSG00000170545	1047.625
ENSG00000067182	1044.688
ENSG00000235173	1370.667
ENSG00000170364	1326.125
ENSG00000139641	1480.727
ENSG00000180999	658.4
ENSG00000143772	5033.333
ENSG00000089847	2562.5
ENSG00000159189	1142
ENSG00000186185	2604.833
ENSG00000103353	1719.545
ENSG00000186265	1253
ENSG00000103479	1911.556
ENSG00000101343	3198.143
ENSG00000116194	2052.667
ENSG00000185973	984.3333
ENSG00000185104	1969.667
ENSG00000196083	2165.368
ENSG00000115919	1116
ENSG00000125457	924.1538
ENSG00000186973	464.3333
ENSG00000165312	3110
ENSG00000135315	3095.5
ENSG00000147613	887.6667
ENSG00000169035	1317
ENSG00000178301	1673.5
ENSG00000187054	2468
ENSG00000183169	1883
ENSG00000204377	250
ENSG00000255394	1413
ENSG00000136144	2166.8
ENSG00000188133	3579
ENSG00000153006	2137.25
ENSG00000111331	1696.571
ENSG00000107447	1983
ENSG00000168300	1845.875
ENSG00000182890	2332
ENSG00000137707	1050.333
ENSG00000124593	1746.6
ENSG00000151806	2967.75
ENSG00000037749	1168.923
ENSG00000107872	1259.714
ENSG00000175104	2580.333
ENSG00000100504	1670.857
ENSG00000241476	1119.333
ENSG00000134910	1146
ENSG00000100483	1599.6
ENSG00000182809	1199.364
ENSG00000127337	929
ENSG00000182180	1387.833
ENSG00000106608	2175.867
ENSG00000004139	1970.875
ENSG00000163932	1294.333
ENSG00000143578	1085.857
ENSG00000135045	2325
ENSG00000087586	1684.929
ENSG00000186866	1597.583
ENSG00000131263	5893
ENSG00000154080	2099.333
ENSG00000142208	2035.5
ENSG00000086717	1590.083
ENSG00000145979	1077
ENSG00000114062	3160.5
ENSG00000133961	1705.697
ENSG00000173013	2149
ENSG00000159228	1132
ENSG00000146872	1495.158
ENSG00000127948	1119.222
ENSG00000134352	2631.312
ENSG00000175894	3029
ENSG00000021461	1115.706
ENSG00000177733	2964
ENSG00000162585	1771.067
ENSG00000198785	4128
ENSG00000149922	1818.75
ENSG00000175229	1467.667
ENSG00000197262	822.5
ENSG00000143476	2095.333
ENSG00000106367	868
ENSG00000164651	1663.5
ENSG00000125863	3414.667
ENSG00000256762	444
ENSG00000182636	1885
ENSG00000149380	1525.857
ENSG00000141867	1791.273
ENSG00000187017	1139
ENSG00000198270	1103.579
ENSG00000165066	1688
ENSG00000104972	2003.941
ENSG00000177963	1222.188
ENSG00000119787	1359.947
ENSG00000166396	1255.714
ENSG00000176194	1175.25
ENSG00000144619	2056.158
ENSG00000181896	1706.375
ENSG00000168427	3697.5
ENSG00000059588	1443.556
ENSG00000236287	1695.5
ENSG00000122482	1756.545
ENSG00000168556	855
ENSG00000203705	1013.059
ENSG00000189306	1683.667
ENSG00000166997	982.4
ENSG00000155833	1470
ENSG00000204300	879
ENSG00000174944	1612.333
ENSG00000188931	769
ENSG00000215749	2179.667
ENSG00000144589	1143.733
ENSG00000057663	2553.5
ENSG00000211451	1180.6
ENSG00000171815	2533
ENSG00000198753	2176.667
ENSG00000241399	2797.667
ENSG00000083307	1576.833
ENSG00000172123	1408.5
ENSG00000178860	944.6667
ENSG00000186684	3238.5
ENSG00000111405	1613.6
ENSG00000196597	1501.875
ENSG00000241465	515
ENSG00000144580	1437.444
ENSG00000152767	1289.381
ENSG00000162407	1450.4
ENSG00000164385	2431
ENSG00000138653	2189
ENSG00000130958	1059
ENSG00000184381	881.7857
ENSG00000229644	1577
ENSG00000196700	5901.333
ENSG00000119630	1538
ENSG00000187775	4349.091
ENSG00000225683	1128
ENSG00000224153	726.5
ENSG00000005001	831.125
ENSG00000089639	1540.333
ENSG00000102837	2892
ENSG00000152433	1123.5
ENSG00000036828	3183.25
ENSG00000188243	723.9167
ENSG00000100403	5575.667
ENSG00000236301	1211.5
ENSG00000188677	1279.667
ENSG00000150672	1970.455
ENSG00000187260	1353.5
ENSG00000135220	2076
ENSG00000101049	1682.111
ENSG00000170581	1433.833
ENSG00000111641	1294.19
ENSG00000171435	5058.4
ENSG00000174292	1368
ENSG00000154479	1022.667
ENSG00000229619	3789
ENSG00000197724	4288
ENSG00000163960	2559.429
ENSG00000138623	2102.8
ENSG00000262576	4598
ENSG00000183549	1003.143
ENSG00000163607	1191.714
ENSG00000009307	1841.412
ENSG00000132153	1973.214
ENSG00000162494	2207
ENSG00000138294	606.5
ENSG00000124608	2282.5
ENSG00000205978	4134.5
ENSG00000073417	2079.625
ENSG00000161798	1134.5
ENSG00000167130	1549.5
ENSG00000234438	3122
ENSG00000168264	3318.333
ENSG00000130764	1213.667
ENSG00000182177	1600
ENSG00000163746	901.6
ENSG00000185652	799.6667
ENSG00000243251	2465.333
ENSG00000148143	2595.857
ENSG00000052841	1592.467
ENSG00000186666	1313.5
ENSG00000115556	1759.733
ENSG00000125510	3274
ENSG00000110811	1422.538
ENSG00000186205	1169.286
ENSG00000027644	5079
ENSG00000156172	3328
ENSG00000254834	1051
ENSG00000177453	1403.2
ENSG00000042445	1596.8
ENSG00000152092	4513.167
ENSG00000126777	2425.923
ENSG00000155465	1178.19
ENSG00000115598	1571.8
ENSG00000152147	1919.667
ENSG00000149305	1431
ENSG00000173915	590.2
ENSG00000109851	1260.5
ENSG00000204842	2040.192
ENSG00000104957	1072.167
ENSG00000103126	2938.6
ENSG00000143158	1201.333
ENSG00000183283	1186.6
ENSG00000181924	750.6667
ENSG00000165097	2945.4
ENSG00000169862	2129.667
ENSG00000100142	894.5714
ENSG00000255692	449
ENSG00000158863	1488.417
ENSG00000113100	1554.8
ENSG00000177669	1509
ENSG00000144035	945
ENSG00000144426	2294.5
ENSG00000003393	2129
ENSG00000127564	1177.4
ENSG00000171450	2499
ENSG00000006459	5055
ENSG00000172578	4674.75
ENSG00000140990	719.8
ENSG00000148719	2665.833
ENSG00000204267	2318.5
ENSG00000173852	1084.286
ENSG00000149735	595
ENSG00000186895	889
ENSG00000008441	1892.714
ENSG00000112679	1055.562
ENSG00000186314	1034.6
ENSG00000007237	2091.5
ENSG00000130023	1114.875
ENSG00000165188	1141
ENSG00000197993	952.4444
ENSG00000196268	2074.556
ENSG00000171195	1358.429
ENSG00000205111	948.75
ENSG00000182685	871
ENSG00000198829	4176
ENSG00000140854	1199.4
ENSG00000256097	491
ENSG00000144034	668.4
ENSG00000136807	1251.833
ENSG00000125676	1732.105
ENSG00000142765	1698.125
ENSG00000235978	379.5714
ENSG00000259133	548.5
ENSG00000100206	1005.333
ENSG00000179772	1317
ENSG00000168418	1911.5
ENSG00000122592	1023.333
ENSG00000117834	1850.818
ENSG00000125999	1428
ENSG00000142751	1399.6
ENSG00000143858	7597
ENSG00000163319	848.4444
ENSG00000064547	1034.889
ENSG00000125814	2006.833
ENSG00000148841	3304.25
ENSG00000070413	3142.571
ENSG00000123080	2067
ENSG00000138107	1694.5
ENSG00000198952	1395.667
ENSG00000153060	963.6667
ENSG00000102934	873.3333
ENSG00000179546	2016
ENSG00000173145	2242.8
ENSG00000055955	1570.353
ENSG00000138111	1153.667
ENSG00000075886	1004.5
ENSG00000086589	1263.667
ENSG00000205464	2013
ENSG00000128590	1211.667
ENSG00000149527	4174.5
ENSG00000160460	3583.133
ENSG00000213809	1411
ENSG00000170890	513.3333
ENSG00000143622	1185.5
ENSG00000163681	2017.261
ENSG00000173369	984.75
ENSG00000079385	1604
ENSG00000105538	1510.75
ENSG00000153558	1359.64
ENSG00000213171	3377
ENSG00000114021	1178
ENSG00000006016	847.8
ENSG00000205664	715.375
ENSG00000173210	2362.75
ENSG00000128731	2472.833
ENSG00000197362	3028
ENSG00000019186	1392.833
ENSG00000179528	1125.5
ENSG00000116521	972.5556
ENSG00000134363	1418.4
ENSG00000165699	3874.5
ENSG00000189376	763.7143
ENSG00000120253	1741
ENSG00000112761	1274.111
ENSG00000140807	1932.333
ENSG00000076641	3071
ENSG00000070159	4324.143
ENSG00000165799	1207.5
ENSG00000107679	3299
ENSG00000236939	456.5
ENSG00000165443	1923.2
ENSG00000187116	971
ENSG00000132581	887.1
ENSG00000154493	1932.455
ENSG00000128609	1538.7
ENSG00000108813	1164.8
ENSG00000211584	991.8889
ENSG00000072080	687
ENSG00000089692	1700
ENSG00000119986	1454
ENSG00000172381	1001
ENSG00000125740	2629.25
ENSG00000176136	997
ENSG00000204849	2500.5
ENSG00000119403	995.4615
ENSG00000021488	1488.833
ENSG00000197594	3212.5
ENSG00000168824	1750.5
ENSG00000102096	1222.667
ENSG00000132911	1254.5
ENSG00000113712	1725.727
ENSG00000120885	1295.368
ENSG00000118849	771.6
ENSG00000162613	1193.286
ENSG00000203709	3816.2
ENSG00000161277	1054.8
ENSG00000129810	1482.562
ENSG00000185420	919.4737
ENSG00000064218	1338.5
ENSG00000100603	1336.143
ENSG00000196839	1043.333
ENSG00000140497	1302
ENSG00000170430	1017.25
ENSG00000167106	2320.714
ENSG00000104755	1769.333
ENSG00000088808	1657.278
ENSG00000179468	1037
ENSG00000188107	3751
ENSG00000068400	1953.111
ENSG00000103042	1455.312
ENSG00000139266	1824
ENSG00000203811	1655
ENSG00000112130	1622.778
ENSG00000164463	3702.714
ENSG00000144802	1539.091
ENSG00000137876	780
ENSG00000138795	1179.571
ENSG00000184945	774.4
ENSG00000183258	1191.882
ENSG00000110060	1201
ENSG00000163312	2035.333
ENSG00000153292	2247.077
ENSG00000125966	4403
ENSG00000160791	2791
ENSG00000167874	690.5
ENSG00000186442	2306.5
ENSG00000135638	1242.4
ENSG00000243710	1640.429
ENSG00000124003	1042
ENSG00000122126	3010.25
ENSG00000064655	1198.556
ENSG00000081181	986
ENSG00000135569	1146
ENSG00000140297	1010.3
ENSG00000185697	2014.667
ENSG00000162511	1372.667
ENSG00000106772	3248.733
ENSG00000204315	1343
ENSG00000168530	824.5
ENSG00000240240	1024.333
ENSG00000163320	2209.833
ENSG00000172315	2761.5
ENSG00000058056	2874.6
ENSG00000184076	748
ENSG00000001561	4647
ENSG00000180398	1672.647
ENSG00000162692	2936.8
ENSG00000169612	1564
ENSG00000124721	9247.5
ENSG00000071539	903
ENSG00000174145	8318
ENSG00000101474	2160.667
ENSG00000197302	1564
ENSG00000187811	3511
ENSG00000164684	2811.167
ENSG00000112379	14843
ENSG00000086504	1104.3
ENSG00000187715	3138.429
ENSG00000219545	759.5714
ENSG00000111052	2132.75
ENSG00000118058	4057.933
ENSG00000073605	1418.467
ENSG00000229579	1592
ENSG00000067836	1017.312
ENSG00000176895	938
ENSG00000091009	3390.667
ENSG00000172006	2595
ENSG00000011523	3357.167
ENSG00000139438	2158
ENSG00000137133	869
ENSG00000076826	2503.5
ENSG00000101752	3525.25
ENSG00000197879	1549.714
ENSG00000135469	1050.3
ENSG00000196660	1947.333
ENSG00000187733	1622
ENSG00000171428	1558.667
ENSG00000172819	1143.526
ENSG00000042286	2246.667
ENSG00000084731	3041
ENSG00000140153	1446.227
ENSG00000095485	1396
ENSG00000159339	886.8
ENSG00000019485	1685.167
ENSG00000100226	1140.692
ENSG00000167550	971.5
ENSG00000185156	2231
ENSG00000100564	766.4167
ENSG00000196366	2571
ENSG00000137343	1536.583
ENSG00000161905	1525.5
ENSG00000151012	5211.5
ENSG00000171747	772.5556
ENSG00000118705	1106.25
ENSG00000185015	1443.2
ENSG00000124831	1703
ENSG00000221972	1664
ENSG00000168887	1426
ENSG00000136813	3111.143
ENSG00000113368	1437.444
ENSG00000126461	1474
ENSG00000101337	1886.857
ENSG00000079257	927.5
ENSG00000129946	1397.5
ENSG00000142733	2227.375
ENSG00000175535	990.5
ENSG00000165204	1025
ENSG00000173517	3188.5
ENSG00000171159	819.75
ENSG00000134765	4231.5
ENSG00000178988	1858.5
ENSG00000129673	1043.5
ENSG00000196126	1223
ENSG00000111707	2264.6
ENSG00000258890	1202.842
ENSG00000060558	1165.333
ENSG00000166595	654.6667
ENSG00000107821	973.8333
ENSG00000159685	835
ENSG00000151491	1462.824
ENSG00000205883	232
ENSG00000171236	1801
ENSG00000102032	843.2727
ENSG00000186795	1152
ENSG00000154370	2017
ENSG00000175202	1113
ENSG00000171126	3738
ENSG00000197938	944
ENSG00000189182	2119.5
ENSG00000232125	1232.5
ENSG00000053501	779.8182
ENSG00000138246	1813.125
ENSG00000092529	1414.6
ENSG00000101052	719.7778
ENSG00000091164	1790.583
ENSG00000198720	1715.375
ENSG00000197548	915.5833
ENSG00000106952	1212
ENSG00000204513	1666.5
ENSG00000148123	1418.4
ENSG00000128606	1219.2
ENSG00000156345	2317.1
ENSG00000196734	1138
ENSG00000089335	1674.769
ENSG00000117448	810
ENSG00000091106	2905.25
ENSG00000121486	2175.8
ENSG00000102935	3904.667
ENSG00000145506	1131.857
ENSG00000204183	1732
ENSG00000221914	984.3913
ENSG00000186529	1806.889
ENSG00000138614	1332.111
ENSG00000164318	1790.818
ENSG00000172296	1404.714
ENSG00000197465	1265
ENSG00000136451	2353.5
ENSG00000106483	1472.667
ENSG00000125246	1527.111
ENSG00000133661	963
ENSG00000127511	1860.417
ENSG00000197565	3818.3
ENSG00000112139	2850.818
ENSG00000168333	1069.5
ENSG00000172247	1095
ENSG00000119862	1765.2
ENSG00000214290	1184.667
ENSG00000134058	812.9231
ENSG00000116260	3440.75
ENSG00000183172	902
ENSG00000101236	3736.75
ENSG00000164509	2425.714
ENSG00000072422	1765.667
ENSG00000100916	1272.571
ENSG00000150893	7779.5
ENSG00000136770	915.8
ENSG00000173598	2364
ENSG00000176988	786
ENSG00000180053	809.5
ENSG00000151461	4139.5
ENSG00000176209	958.125
ENSG00000168495	2023.6
ENSG00000136367	3042.75
ENSG00000123095	1538.333
ENSG00000100285	3779
ENSG00000183035	2101
ENSG00000116604	3874.667
ENSG00000141428	773.8333
ENSG00000171617	2577.333
ENSG00000101846	6511
ENSG00000221870	2440
ENSG00000152240	696.9167
ENSG00000258817	1028
ENSG00000147081	1955
ENSG00000125652	752.3333
ENSG00000173230	5297.375
ENSG00000214854	37
ENSG00000203924	1375
ENSG00000205186	493
ENSG00000168282	2709
ENSG00000170473	854.1429
ENSG00000162869	1892.444
ENSG00000136487	871.25
ENSG00000112759	2139.182
ENSG00000147883	1517.5
ENSG00000115165	901.7778
ENSG00000263588	451
ENSG00000153684	2161.625
ENSG00000161573	1272
ENSG00000156299	2790.333
ENSG00000120440	1760
ENSG00000171962	1232.158
ENSG00000090238	953.5
ENSG00000130377	1467.857
ENSG00000183155	2428
ENSG00000176058	2164.8
ENSG00000104643	3546.25
ENSG00000136828	1824.643
ENSG00000133606	1272.824
ENSG00000250479	642.6
ENSG00000141556	1211.37
ENSG00000162139	1513.778
ENSG00000128833	2677.5
ENSG00000161847	1992.2
ENSG00000169704	886
ENSG00000164104	1309
ENSG00000168393	789
ENSG00000227140	1592
ENSG00000205856	1287
ENSG00000142408	8743
ENSG00000142182	1247
ENSG00000136010	3383
ENSG00000006747	1383.636
ENSG00000102221	2677.75
ENSG00000162961	728.1429
ENSG00000108306	1735.6
ENSG00000256980	598.5
ENSG00000167476	882.25
ENSG00000144746	1010.6
ENSG00000095739	1878
ENSG00000095585	1162.556
ENSG00000134313	3633.429
ENSG00000166603	1437
ENSG00000064787	2562.714
ENSG00000135902	1506.25
ENSG00000181374	757.5
ENSG00000042088	1519.778
ENSG00000137269	1759.5
ENSG00000198064	1221.167
ENSG00000111962	1722.333
ENSG00000182372	1574.143
ENSG00000064961	897.375
ENSG00000126216	1864.667
ENSG00000113441	3986.6
ENSG00000144792	1874
ENSG00000183655	2598.333
ENSG00000118298	1344.4
ENSG00000121644	1666
ENSG00000161202	1628.125
ENSG00000115204	781.9091
ENSG00000245848	2630
ENSG00000176444	1715.625
ENSG00000138735	1855.583
ENSG00000107562	1195.75
ENSG00000166821	1156.8
ENSG00000181104	2129.5
ENSG00000166189	2645
ENSG00000123130	1550.25
ENSG00000221888	1306
ENSG00000114742	2063.385
ENSG00000105085	1557.833
ENSG00000100442	1088.25
ENSG00000107854	6130
ENSG00000159788	1871.607
ENSG00000172845	3397
ENSG00000248383	4189
ENSG00000116649	665.5
ENSG00000086205	1441.571
ENSG00000163563	1039.667
ENSG00000073969	1390.333
ENSG00000239887	1953.333
ENSG00000157999	1254
ENSG00000005486	1055.111
ENSG00000144218	2390.688
ENSG00000135413	510.5
ENSG00000105610	1589
ENSG00000180988	1034
ENSG00000105370	917
ENSG00000132646	1345
ENSG00000164941	1476.476
ENSG00000034239	1103.444
ENSG00000125637	2784.417
ENSG00000261086	418
ENSG00000224051	1355.333
ENSG00000176840	614.9091
ENSG00000155511	2149.462
ENSG00000154174	1984.333
ENSG00000196224	898
ENSG00000218357	722
ENSG00000082153	1053.923
ENSG00000135355	1651
ENSG00000113140	1003.111
ENSG00000080224	1587.545
ENSG00000143569	1504.263
ENSG00000205571	929.9167
ENSG00000214097	1826
ENSG00000254470	4809
ENSG00000101198	826
ENSG00000104324	790.1111
ENSG00000179913	1222.5
ENSG00000135801	2222.2
ENSG00000010318	1087.556
ENSG00000110107	864.2857
ENSG00000148154	1265.8
ENSG00000136275	657.5
ENSG00000173762	1141.571
ENSG00000156603	1104.5
ENSG00000183921	1488
ENSG00000178401	1469.75
ENSG00000205108	4221
ENSG00000174194	1286.333
ENSG00000175581	980.9333
ENSG00000155897	3396.333
ENSG00000204859	1418
ENSG00000124214	2736
ENSG00000141699	1314.692
ENSG00000100462	962.7857
ENSG00000173542	2297
ENSG00000156026	1697.182
ENSG00000171431	1017
ENSG00000130988	1606
ENSG00000185753	1714.6
ENSG00000197860	3169
ENSG00000108018	2311.5
ENSG00000114026	1473.556
ENSG00000099985	1103.333
ENSG00000144152	1951.429
ENSG00000178537	1374.4
ENSG00000161653	2038
ENSG00000105520	1136.125
ENSG00000137815	1097.571
ENSG00000079332	2016.889
ENSG00000169953	1362.6
ENSG00000164885	947
ENSG00000267368	1336
ENSG00000108379	1295.75
ENSG00000132256	1657.286
ENSG00000131264	1512
ENSG00000198854	907
ENSG00000175143	1109
ENSG00000180644	2509.5
ENSG00000165376	3007.333
ENSG00000108852	1529.667
ENSG00000166582	872.1667
ENSG00000164741	1988.062
ENSG00000186451	2411
ENSG00000176253	916
ENSG00000042832	1895.273
ENSG00000229117	478
ENSG00000196648	3209
ENSG00000138867	1277.833
ENSG00000145241	2155.857
ENSG00000150093	1189.7
ENSG00000175084	1038.25
ENSG00000171060	1130.571
ENSG00000187191	2472.4
ENSG00000233812	1385
ENSG00000141040	1472.5
ENSG00000114982	2211.417
ENSG00000168610	1699.286
ENSG00000149571	1815.8
ENSG00000172058	898.6667
ENSG00000168439	1058.25
ENSG00000133027	736.6923
ENSG00000183269	1060
ENSG00000132109	1503.667
ENSG00000149591	1373.25
ENSG00000214215	2017.5
ENSG00000141552	704.7727
ENSG00000150455	1391.286
ENSG00000167699	1067.588
ENSG00000171478	591
ENSG00000155130	4271
ENSG00000144649	1905
ENSG00000111725	1594.111
ENSG00000149273	874.85
ENSG00000149743	888.1875
ENSG00000110906	1633.765
ENSG00000071205	2528.875
ENSG00000179403	2437.2
ENSG00000254221	4586
ENSG00000176597	1408.333
ENSG00000167333	1532.143
ENSG00000102145	1311.5
ENSG00000213079	2632.833
ENSG00000099331	2070.053
ENSG00000138071	1811.4
ENSG00000128655	1997.643
ENSG00000104415	1373.167
ENSG00000132357	2653.5
ENSG00000175311	2934
ENSG00000184588	1467
ENSG00000255062	460.5
ENSG00000122012	3525.667
ENSG00000077514	1239.3
ENSG00000158941	1775.154
ENSG00000104689	1243.333
ENSG00000100949	1137.762
ENSG00000178053	1258.533
ENSG00000126746	1469.778
ENSG00000133019	2290.667
ENSG00000111711	1098.667
ENSG00000198692	1351.4
ENSG00000181689	938
ENSG00000143153	1660
ENSG00000071553	1414.444
ENSG00000163286	2482
ENSG00000136628	1876.5
ENSG00000078487	1527.444
ENSG00000118007	3185.1
ENSG00000177693	1053
ENSG00000101251	1123.636
ENSG00000114948	3102.25
ENSG00000105472	1218.5
ENSG00000164331	866.125
ENSG00000258697	1185.333
ENSG00000117122	1075.714
ENSG00000176204	2082.571
ENSG00000158023	2556.111
ENSG00000189144	1213.737
ENSG00000151338	2305.933
ENSG00000099769	1658.667
ENSG00000086570	9669.5
ENSG00000188659	1074.333
ENSG00000183675	1358.969
ENSG00000110002	2516.286
ENSG00000139618	4284.667
ENSG00000179165	2103
ENSG00000092201	1488.625
ENSG00000054356	1386.632
ENSG00000160870	1415
ENSG00000204397	656.4
ENSG00000130816	1375.379
ENSG00000156395	2565
ENSG00000205775	512
ENSG00000105176	1131.533
ENSG00000122756	1619
ENSG00000163914	2587
ENSG00000119608	2575.667
ENSG00000152822	4748.75
ENSG00000169903	989.6667
ENSG00000196547	1473.062
ENSG00000242866	2704.077
ENSG00000132205	2737.333
ENSG00000100266	1532.091
ENSG00000132824	1808.8
ENSG00000205639	1751.8
ENSG00000108599	1028.273
ENSG00000226742	790.8
ENSG00000079616	1517.636
ENSG00000188501	1578
ENSG00000256618	1554
ENSG00000143971	1965
ENSG00000112893	2368.333
ENSG00000160445	1487.5
ENSG00000197857	1770.333
ENSG00000172464	977.5
ENSG00000114656	2270.6
ENSG00000143149	1196.5
ENSG00000089916	2495.231
ENSG00000131943	1295.286
ENSG00000137868	1726.762
ENSG00000053254	1468.556
ENSG00000120952	1638
ENSG00000134253	2237
ENSG00000035499	1339.286
ENSG00000062598	1712.524
ENSG00000162337	1800.714
ENSG00000146670	885.8182
ENSG00000184682	1709
ENSG00000133124	3939
ENSG00000231274	871
ENSG00000184881	1041
ENSG00000170276	1111
ENSG00000196184	1088
ENSG00000087128	1457
ENSG00000158427	1472.143
ENSG00000068831	1180.652
ENSG00000087074	2049.5
ENSG00000150990	2945.667
ENSG00000170260	1085.6
ENSG00000182631	2532
ENSG00000198099	1063.75
ENSG00000172264	1471.467
ENSG00000146166	2585.333
ENSG00000256394	1682
